,k,model,hit@k,file,time
0,1,Embible/AlephBertGimmel-10-epochs,0.4026890362333401,../../data/Hit@K/masked chars and subwords no masked spaces char tokens/masked_test_df_chars_and_subwords_no_masked_spaces_char_tokens_5_no_niqqud_new.json,0.9159062107404073
1,1,Embible/AlephBertGimmel-20-epochs,0.4193372848436139,../../data/Hit@K/masked chars and subwords no masked spaces char tokens/masked_test_df_chars_and_subwords_no_masked_spaces_char_tokens_5_no_niqqud_new.json,1.2615227063496908
2,1,Embible/AlephBertGimmel-50-epochs,0.4463766659969192,../../data/Hit@K/masked chars and subwords no masked spaces char tokens/masked_test_df_chars_and_subwords_no_masked_spaces_char_tokens_5_no_niqqud_new.json,0.8491597294807434
3,1,Embible/mBert-10-epochs,0.19710836514633975,../../data/Hit@K/masked chars and subwords no masked spaces char tokens/masked_test_df_chars_and_subwords_no_masked_spaces_char_tokens_5_no_niqqud_new.json,0.9727416475613911
4,1,Embible/mBert-20-epochs,0.19609034893845018,../../data/Hit@K/masked chars and subwords no masked spaces char tokens/masked_test_df_chars_and_subwords_no_masked_spaces_char_tokens_5_no_niqqud_new.json,0.9426411231358846
5,1,Embible/mBert-50-epochs,0.20899052307280153,../../data/Hit@K/masked chars and subwords no masked spaces char tokens/masked_test_df_chars_and_subwords_no_masked_spaces_char_tokens_5_no_niqqud_new.json,0.904845122496287
6,1,Embible/distilBert-10-epochs,0.12057548054383509,../../data/Hit@K/masked chars and subwords no masked spaces char tokens/masked_test_df_chars_and_subwords_no_masked_spaces_char_tokens_5_no_niqqud_new.json,0.6562565922737121
7,1,Embible/distilBert-20-epochs,0.2162095639943742,../../data/Hit@K/masked chars and subwords no masked spaces char tokens/masked_test_df_chars_and_subwords_no_masked_spaces_char_tokens_5_no_niqqud_new.json,0.7223285595575969
8,1,Embible/distilBert-50-epochs,0.21472942200790304,../../data/Hit@K/masked chars and subwords no masked spaces char tokens/masked_test_df_chars_and_subwords_no_masked_spaces_char_tokens_5_no_niqqud_new.json,0.7273747682571411
9,1,Embible/AlephBertGimmel-10-epochs,0.33215736189391454,../../data/Hit@K/masked chars and subwords no masked spaces char tokens/masked_test_df_chars_and_subwords_no_masked_spaces_char_tokens_15_no_niqqud_new.json,1.0130430857340496
10,1,Embible/AlephBertGimmel-20-epochs,0.34009080924990487,../../data/Hit@K/masked chars and subwords no masked spaces char tokens/masked_test_df_chars_and_subwords_no_masked_spaces_char_tokens_15_no_niqqud_new.json,1.0074271003405253
11,1,Embible/AlephBertGimmel-50-epochs,0.34933324374573177,../../data/Hit@K/masked chars and subwords no masked spaces char tokens/masked_test_df_chars_and_subwords_no_masked_spaces_char_tokens_15_no_niqqud_new.json,1.0340304732322694
12,1,Embible/mBert-10-epochs,0.15631725514020609,../../data/Hit@K/masked chars and subwords no masked spaces char tokens/masked_test_df_chars_and_subwords_no_masked_spaces_char_tokens_15_no_niqqud_new.json,1.0020041267077129
13,1,Embible/mBert-20-epochs,0.14468920078921257,../../data/Hit@K/masked chars and subwords no masked spaces char tokens/masked_test_df_chars_and_subwords_no_masked_spaces_char_tokens_15_no_niqqud_new.json,0.9949443181355794
